id,nombre,edad,nacionalidad,rating,club,valor,id_perfil,numero_jersey,altura,peso,carrera,conclusion,efectividad_cabeza,pases_cortos,voleas,dribling,pases_largos,control_balon,aceleración,agilidad,poder_tiro,salto,actitud,poder,tiros_largos,agresividad,posicionamiento,visión,penalties
423,M. Marega,27,Mali,80,FC Porto,16.0,0,11.0,185.0,83.0,59.0,80.0,81.0,68.0,75.0,62.0,52.0,65.0,87.0,67.0,86.0,74.0,91.0,90.0,74.0,88.0,84.0,65.0,71.0
424,B. Pavard,22,France,80,VfB Stuttgart,17.5,0,2.0,185.0,76.0,66.0,37.0,73.0,78.0,57.0,66.0,80.0,77.0,69.0,68.0,60.0,86.0,77.0,74.0,48.0,72.0,54.0,66.0,51.0
425,W. Ndidi,21,Nigeria,80,Leicester City,17.0,0,25.0,182.0,73.0,50.0,50.0,76.0,74.0,66.0,74.0,70.0,75.0,73.0,67.0,82.0,90.0,92.0,75.0,74.0,85.0,67.0,67.0,55.0
426,A. Onana,22,Cameroon,80,Ajax,14.5,0,1.0,188.0,92.0,15.0,12.0,20.0,33.0,13.0,26.0,26.0,38.0,64.0,68.0,21.0,80.0,39.0,67.0,17.0,29.0,11.0,62.0,27.0
427,G. Lo Celso,22,Argentina,80,Real Betis,20.0,1,20.0,179.0,69.0,75.0,73.0,59.0,81.0,69.0,81.0,80.0,82.0,72.0,81.0,79.0,64.0,80.0,67.0,75.0,65.0,78.0,81.0,60.0
428,M. Acuña,26,Argentina,80,Sporting CP,12.5,1,9.0,176.0,68.0,87.0,65.0,63.0,78.0,68.0,85.0,76.0,82.0,79.0,84.0,83.0,69.0,90.0,84.0,84.0,88.0,75.0,78.0,74.0
429,Rúben Neves,21,Portugal,80,Wolverhampton Wanderers,20.5,0,5.0,155.0,79.0,75.0,61.0,51.0,84.0,74.0,73.0,85.0,80.0,64.0,65.0,83.0,68.0,78.0,70.0,83.0,82.0,61.0,83.0,62.0
430,Mariano,24,Dominican Republic,80,Real Madrid,20.0,0,7.0,155.0,76.0,50.0,81.0,82.0,69.0,70.0,75.0,51.0,72.0,84.0,79.0,85.0,92.0,81.0,79.0,82.0,86.0,79.0,63.0,75.0
431,Raúl,28,Brazil,80,SC Braga,12.0,1,34.0,188.0,81.0,56.0,50.0,86.0,68.0,49.0,56.0,62.0,60.0,52.0,59.0,67.0,85.0,75.0,85.0,54.0,88.0,46.0,53.0,51.0
432,M. Caldara,24,Italy,80,Milan,17.5,0,33.0,188.0,79.0,34.0,36.0,82.0,63.0,51.0,62.0,58.0,63.0,65.0,58.0,38.0,76.0,67.0,79.0,20.0,76.0,34.0,32.0,30.0
433,M. Vecino,26,Uruguay,80,Inter,14.5,0,15.0,188.0,81.0,71.0,61.0,75.0,83.0,62.0,84.0,79.0,84.0,74.0,66.0,78.0,67.0,81.0,75.0,77.0,72.0,74.0,81.0,56.0
434,T. Bakayoko,23,France,80,Milan,17.0,0,14.0,188.0,84.0,55.0,37.0,71.0,78.0,36.0,76.0,75.0,77.0,67.0,64.0,72.0,76.0,83.0,80.0,50.0,87.0,60.0,73.0,45.0
435,M. Dahoud,22,Germany,80,Borussia Dortmund,20.0,0,19.0,155.0,68.0,67.0,60.0,43.0,83.0,59.0,85.0,78.0,83.0,78.0,87.0,83.0,76.0,89.0,58.0,78.0,68.0,66.0,81.0,55.0
436,Rafa,25,Portugal,80,SL Benfica,18.5,0,27.0,176.0,66.0,77.0,66.0,46.0,75.0,64.0,86.0,64.0,84.0,91.0,88.0,75.0,58.0,78.0,40.0,61.0,41.0,78.0,75.0,59.0
437,K. Baldé,23,Senegal,80,Inter,20.0,0,11.0,155.0,79.0,75.0,78.0,58.0,76.0,68.0,83.0,64.0,85.0,92.0,82.0,78.0,67.0,73.0,76.0,74.0,54.0,77.0,72.0,60.0
438,G. Rulli,26,Argentina,80,Real Sociedad,14.0,0,23.0,188.0,83.0,12.0,15.0,12.0,32.0,16.0,14.0,23.0,15.0,54.0,58.0,24.0,65.0,42.0,73.0,17.0,26.0,12.0,58.0,24.0
439,F. Armani,31,Argentina,80,River Plate,9.0,0,1.0,188.0,87.0,18.0,11.0,19.0,34.0,18.0,19.0,21.0,29.0,40.0,40.0,25.0,65.0,28.0,82.0,17.0,35.0,18.0,55.0,20.0
440,Rony Lopes,22,Portugal,80,AS Monaco,20.0,1,7.0,179.0,68.0,78.0,79.0,38.0,79.0,56.0,82.0,72.0,81.0,83.0,84.0,76.0,51.0,70.0,56.0,74.0,39.0,78.0,77.0,65.0
441,Santi Mina,22,Spain,80,Valencia CF,20.0,0,22.0,155.0,77.0,73.0,82.0,76.0,69.0,70.0,81.0,65.0,80.0,77.0,78.0,78.0,74.0,75.0,73.0,74.0,69.0,82.0,65.0,67.0
442,K. Demirbay,24,Germany,80,TSG 1899 Hoffenheim,19.5,1,10.0,182.0,72.0,72.0,72.0,46.0,82.0,59.0,82.0,80.0,84.0,67.0,77.0,75.0,72.0,74.0,67.0,75.0,69.0,78.0,81.0,70.0
443,Gayà,23,Spain,80,Valencia CF,16.5,1,3.0,176.0,66.0,82.0,61.0,52.0,81.0,58.0,77.0,75.0,81.0,86.0,79.0,62.0,54.0,83.0,61.0,59.0,73.0,74.0,72.0,52.0
444,André Gomes,24,Portugal,80,Everton,19.5,0,8.0,188.0,83.0,61.0,65.0,69.0,82.0,63.0,80.0,81.0,78.0,68.0,67.0,80.0,58.0,76.0,86.0,71.0,81.0,74.0,81.0,55.0
445,N. Tagliafico,25,Argentina,80,Ajax,15.0,1,3.0,173.0,64.0,75.0,57.0,73.0,75.0,38.0,74.0,67.0,74.0,85.0,79.0,66.0,90.0,91.0,63.0,44.0,78.0,67.0,68.0,46.0
446,M. Sanson,23,France,80,Olympique de Marseille,19.5,0,8.0,155.0,73.0,78.0,74.0,69.0,80.0,70.0,77.0,84.0,79.0,77.0,79.0,79.0,75.0,79.0,76.0,73.0,72.0,77.0,82.0,68.0
447,Pacheco,26,Spain,80,Deportivo Alavés,13.0,1,1.0,185.0,81.0,12.0,16.0,10.0,24.0,13.0,13.0,27.0,14.0,48.0,62.0,21.0,72.0,43.0,72.0,15.0,27.0,14.0,45.0,23.0
448,E. Can,24,Germany,80,Juventus,19.5,0,23.0,182.0,82.0,70.0,60.0,72.0,81.0,61.0,76.0,80.0,81.0,69.0,73.0,81.0,76.0,85.0,83.0,75.0,85.0,73.0,79.0,60.0
449,H. Çalhanoğlu,24,Turkey,80,Milan,19.5,0,10.0,155.0,76.0,81.0,65.0,53.0,83.0,77.0,85.0,80.0,86.0,73.0,78.0,86.0,46.0,76.0,54.0,88.0,57.0,75.0,80.0,71.0
450,M. Ginter,24,Germany,80,Borussia Mönchengladbach,15.5,0,4.0,188.0,83.0,68.0,55.0,85.0,75.0,53.0,62.0,70.0,72.0,55.0,55.0,74.0,65.0,74.0,81.0,46.0,69.0,55.0,68.0,67.0
451,M. Keane,25,England,80,Everton,15.5,0,4.0,192.0,82.0,60.0,50.0,81.0,71.0,40.0,66.0,69.0,69.0,58.0,59.0,58.0,82.0,68.0,85.0,46.0,68.0,29.0,56.0,48.0
452,L. Paredes,24,Argentina,80,,,0,5.0,155.0,74.0,76.0,55.0,60.0,84.0,73.0,78.0,82.0,82.0,75.0,77.0,82.0,61.0,79.0,69.0,80.0,79.0,74.0,82.0,57.0
453,T. Stepanenko,28,Ukraine,80,Shakhtar Donetsk,12.0,1,6.0,155.0,76.0,63.0,53.0,69.0,81.0,56.0,64.0,77.0,78.0,71.0,60.0,75.0,71.0,82.0,76.0,70.0,88.0,54.0,69.0,52.0
454,L. Shaw,22,England,80,Manchester United,16.5,1,23.0,155.0,74.0,82.0,47.0,70.0,78.0,54.0,82.0,68.0,80.0,83.0,74.0,65.0,73.0,77.0,75.0,50.0,76.0,73.0,69.0,53.0
455,Z. Feddal,28,Morocco,80,Real Betis,12.0,1,4.0,192.0,83.0,57.0,40.0,79.0,76.0,39.0,56.0,68.0,67.0,51.0,50.0,67.0,73.0,64.0,81.0,56.0,82.0,48.0,47.0,48.0
456,S. Haller,24,France,80,Eintracht Frankfurt,19.0,0,9.0,192.0,91.0,40.0,84.0,80.0,70.0,79.0,72.0,35.0,79.0,68.0,68.0,77.0,80.0,72.0,91.0,64.0,74.0,84.0,72.0,88.0
457,Bernard,25,Brazil,80,Everton,17.5,0,20.0,167.0,59.0,77.0,71.0,59.0,76.0,68.0,82.0,68.0,84.0,94.0,94.0,76.0,61.0,68.0,34.0,65.0,41.0,72.0,77.0,57.0
458,T. Inui,30,Japan,80,Real Betis,14.0,0,8.0,173.0,63.0,77.0,70.0,41.0,76.0,68.0,88.0,70.0,82.0,88.0,94.0,72.0,63.0,76.0,51.0,77.0,49.0,75.0,74.0,51.0
459,Portu,26,Spain,80,Girona FC,17.5,0,9.0,155.0,69.0,63.0,81.0,72.0,83.0,72.0,82.0,78.0,83.0,85.0,79.0,77.0,71.0,83.0,71.0,75.0,76.0,80.0,77.0,53.0
460,M. Batshuayi,24,Belgium,80,Valencia CF,19.5,0,21.0,185.0,78.0,65.0,82.0,75.0,64.0,85.0,78.0,36.0,80.0,77.0,75.0,81.0,80.0,66.0,78.0,75.0,63.0,84.0,62.0,67.0
461,E. Zahavi,30,Israel,80,Guangzhou R&F; FC,14.5,0,7.0,182.0,71.0,60.0,83.0,68.0,78.0,77.0,81.0,69.0,83.0,73.0,88.0,79.0,74.0,74.0,68.0,76.0,68.0,82.0,81.0,65.0
462,T. Vaclík,29,Czech Republic,80,Sevilla FC,11.5,0,1.0,188.0,84.0,15.0,14.0,19.0,17.0,13.0,14.0,38.0,20.0,34.0,32.0,20.0,70.0,35.0,73.0,16.0,29.0,15.0,68.0,13.0
463,N. Pope,26,England,80,Burnley,13.0,0,23.0,204.0,76.0,11.0,14.0,11.0,32.0,14.0,15.0,35.0,24.0,50.0,36.0,17.0,72.0,37.0,73.0,15.0,36.0,13.0,43.0,22.0
464,Héctor Bellerín,23,Spain,80,Arsenal,16.5,0,2.0,155.0,73.0,76.0,52.0,60.0,76.0,41.0,75.0,59.0,78.0,94.0,82.0,52.0,63.0,84.0,58.0,43.0,72.0,67.0,66.0,62.0
465,P. Kadeřábek,26,Czech Republic,80,TSG 1899 Hoffenheim,14.0,0,2.0,182.0,81.0,86.0,28.0,71.0,77.0,57.0,76.0,69.0,77.0,78.0,66.0,66.0,69.0,86.0,79.0,41.0,78.0,72.0,68.0,54.0
466,J. Butland,25,England,80,Stoke City,14.0,0,13.0,198.0,94.0,11.0,16.0,12.0,40.0,12.0,21.0,30.0,36.0,58.0,55.0,29.0,76.0,40.0,79.0,13.0,40.0,16.0,40.0,42.0
467,J. Vestergaard,25,Denmark,80,Southampton,14.5,0,3.0,201.0,97.0,46.0,34.0,87.0,67.0,28.0,44.0,80.0,54.0,35.0,29.0,83.0,33.0,54.0,94.0,47.0,84.0,46.0,60.0,75.0
468,J. Tarkowski,25,England,80,Burnley,15.5,0,5.0,195.0,81.0,59.0,36.0,80.0,73.0,40.0,66.0,72.0,70.0,55.0,58.0,63.0,82.0,69.0,81.0,38.0,79.0,43.0,66.0,52.0
469,Deulofeu,24,Spain,80,Watford,18.5,0,7.0,155.0,73.0,75.0,69.0,40.0,78.0,68.0,88.0,62.0,86.0,89.0,94.0,72.0,70.0,70.0,54.0,66.0,40.0,77.0,76.0,77.0
470,E. Dier,24,England,80,Tottenham Hotspur,16.5,0,4.0,188.0,89.0,67.0,52.0,82.0,77.0,51.0,65.0,78.0,70.0,62.0,52.0,82.0,77.0,78.0,89.0,72.0,91.0,53.0,67.0,70.0
471,J. Murillo,26,Colombia,80,Valencia CF,16.0,0,22.0,182.0,78.0,56.0,37.0,76.0,68.0,54.0,58.0,62.0,64.0,75.0,77.0,68.0,89.0,72.0,80.0,13.0,88.0,45.0,54.0,46.0
472,M. Badelj,29,Croatia,80,Lazio,11.5,0,25.0,185.0,79.0,69.0,54.0,66.0,82.0,66.0,72.0,82.0,80.0,55.0,68.0,72.0,58.0,79.0,71.0,74.0,76.0,62.0,78.0,68.0
473,Ismaily,28,Brazil,80,Shakhtar Donetsk,11.5,1,31.0,155.0,82.0,80.0,60.0,59.0,81.0,55.0,83.0,67.0,81.0,84.0,72.0,75.0,59.0,88.0,75.0,73.0,63.0,82.0,71.0,51.0
474,N. Schulz,25,Germany,80,TSG 1899 Hoffenheim,14.5,1,16.0,155.0,78.0,83.0,48.0,54.0,78.0,49.0,79.0,70.0,78.0,88.0,76.0,65.0,60.0,79.0,76.0,40.0,72.0,73.0,67.0,56.0
475,L. Digne,24,France,80,Everton,16.0,1,12.0,155.0,73.0,82.0,52.0,68.0,81.0,45.0,76.0,69.0,82.0,76.0,68.0,77.0,73.0,79.0,69.0,69.0,75.0,69.0,72.0,60.0
476,M. Uth,26,Germany,80,FC Schalke 04,17.5,1,7.0,185.0,72.0,67.0,85.0,69.0,72.0,74.0,78.0,68.0,78.0,77.0,74.0,85.0,77.0,75.0,67.0,84.0,61.0,83.0,71.0,74.0
477,Cristian Tello,26,Spain,80,Real Betis,16.0,0,11.0,155.0,64.0,78.0,74.0,47.0,77.0,75.0,82.0,70.0,81.0,92.0,82.0,78.0,72.0,73.0,58.0,71.0,48.0,74.0,74.0,56.0
478,D. Vida,29,Croatia,80,Beşiktaş JK,11.5,0,24.0,182.0,76.0,65.0,41.0,79.0,66.0,36.0,53.0,60.0,66.0,70.0,64.0,54.0,79.0,76.0,77.0,22.0,83.0,43.0,50.0,51.0
479,L. Muriel,27,Colombia,80,Sevilla FC,17.5,0,14.0,155.0,78.0,62.0,78.0,65.0,75.0,75.0,85.0,55.0,83.0,86.0,85.0,80.0,62.0,74.0,80.0,65.0,50.0,81.0,73.0,74.0
480,V. Aboubakar,26,Cameroon,80,FC Porto,18.0,0,9.0,182.0,82.0,57.0,80.0,77.0,75.0,81.0,81.0,68.0,80.0,76.0,72.0,81.0,78.0,83.0,85.0,75.0,77.0,80.0,81.0,76.0
481,A. Oxlade-Chamberlain,24,England,80,Liverpool,19.5,0,21.0,179.0,69.0,78.0,69.0,39.0,80.0,58.0,84.0,75.0,84.0,84.0,81.0,80.0,69.0,82.0,72.0,76.0,77.0,79.0,81.0,69.0
482,S. Aurier,25,Ivory Coast,80,Tottenham Hotspur,15.5,0,17.0,179.0,76.0,83.0,54.0,75.0,78.0,47.0,76.0,72.0,79.0,79.0,73.0,71.0,94.0,77.0,74.0,58.0,86.0,72.0,71.0,64.0
483,J. Matip,26,Cameroon,80,Liverpool,15.0,0,32.0,195.0,89.0,54.0,36.0,82.0,77.0,50.0,65.0,74.0,69.0,55.0,55.0,66.0,66.0,73.0,77.0,48.0,75.0,51.0,72.0,42.0
484,Y. Rakitskyi,28,Ukraine,80,Shakhtar Donetsk,12.0,1,44.0,185.0,83.0,68.0,57.0,69.0,78.0,53.0,69.0,84.0,73.0,69.0,68.0,87.0,74.0,82.0,84.0,86.0,84.0,53.0,75.0,50.0
485,Sergi Enrich,28,Spain,80,SD Eibar,15.5,0,9.0,155.0,77.0,70.0,81.0,81.0,79.0,82.0,76.0,61.0,80.0,60.0,70.0,77.0,81.0,80.0,83.0,70.0,66.0,84.0,72.0,63.0
486,A. Yarmolenko,28,Ukraine,80,West Ham United,15.0,1,20.0,192.0,83.0,80.0,77.0,69.0,78.0,74.0,86.0,74.0,83.0,69.0,73.0,83.0,61.0,60.0,76.0,83.0,76.0,79.0,78.0,85.0
487,Hugo Mallo,27,Spain,80,RC Celta,13.5,0,2.0,179.0,72.0,84.0,28.0,65.0,71.0,28.0,69.0,68.0,80.0,71.0,77.0,74.0,82.0,91.0,69.0,39.0,76.0,46.0,64.0,23.0
488,André Almeida,27,Portugal,80,SL Benfica,12.0,0,34.0,185.0,79.0,80.0,54.0,74.0,78.0,45.0,75.0,75.0,79.0,65.0,66.0,70.0,77.0,84.0,78.0,67.0,81.0,66.0,69.0,43.0
489,D. Didavi,28,Germany,80,VfB Stuttgart,15.0,1,10.0,155.0,77.0,75.0,80.0,58.0,80.0,73.0,81.0,75.0,83.0,70.0,75.0,88.0,76.0,66.0,76.0,87.0,70.0,82.0,74.0,65.0
490,R. Rodríguez,25,Switzerland,80,Milan,15.5,1,13.0,155.0,77.0,86.0,59.0,64.0,78.0,67.0,76.0,78.0,78.0,73.0,73.0,78.0,73.0,77.0,75.0,72.0,75.0,68.0,74.0,83.0
491,R. Pereyra,27,Argentina,80,Watford,15.5,0,7.0,182.0,77.0,78.0,74.0,60.0,82.0,73.0,84.0,75.0,84.0,75.0,75.0,68.0,65.0,77.0,63.0,74.0,66.0,76.0,80.0,72.0
492,Mario Gaspar,27,Spain,80,Villarreal CF,12.0,0,2.0,182.0,73.0,79.0,68.0,65.0,77.0,77.0,73.0,69.0,76.0,76.0,68.0,81.0,73.0,77.0,79.0,69.0,78.0,64.0,57.0,50.0
493,Maicon,29,Brazil,80,Galatasaray SK,11.5,0,3.0,192.0,88.0,70.0,40.0,83.0,67.0,29.0,55.0,75.0,60.0,52.0,33.0,85.0,71.0,70.0,90.0,67.0,88.0,44.0,52.0,52.0
494,D. Blind,28,Netherlands,80,Ajax,12.0,1,5.0,155.0,72.0,81.0,46.0,72.0,83.0,62.0,73.0,83.0,80.0,62.0,72.0,68.0,72.0,83.0,74.0,62.0,72.0,66.0,76.0,56.0
495,J. Zoet,27,Netherlands,80,PSV,12.5,0,13.0,188.0,87.0,17.0,12.0,19.0,37.0,19.0,15.0,38.0,34.0,57.0,54.0,25.0,57.0,40.0,65.0,17.0,18.0,11.0,57.0,27.0
496,A. Ljajić,26,Serbia,80,Beşiktaş JK,17.5,0,22.0,182.0,73.0,72.0,69.0,48.0,78.0,74.0,87.0,71.0,86.0,82.0,81.0,76.0,63.0,60.0,58.0,78.0,44.0,75.0,78.0,75.0
497,Canales,27,Spain,80,Real Betis,15.5,1,6.0,155.0,73.0,79.0,77.0,38.0,84.0,63.0,81.0,70.0,80.0,67.0,69.0,71.0,36.0,55.0,56.0,78.0,55.0,81.0,82.0,66.0
498,Iago Falqué,28,Spain,80,Torino,15.0,1,14.0,179.0,68.0,78.0,75.0,53.0,82.0,69.0,84.0,74.0,85.0,79.0,85.0,70.0,36.0,74.0,53.0,75.0,48.0,80.0,78.0,77.0
499,L. de Jong,27,Netherlands,80,PSV,16.0,0,19.0,188.0,86.0,66.0,79.0,93.0,76.0,83.0,66.0,64.0,76.0,53.0,58.0,84.0,81.0,83.0,84.0,69.0,52.0,84.0,69.0,64.0
500,Guaita,31,Spain,80,Crystal Palace,9.0,0,31.0,192.0,79.0,35.0,11.0,20.0,39.0,13.0,16.0,33.0,24.0,51.0,63.0,45.0,68.0,41.0,62.0,15.0,24.0,13.0,52.0,29.0
501,Muniain,25,Spain,80,Athletic Club de Bilbao,18.5,0,10.0,173.0,63.0,74.0,76.0,43.0,80.0,63.0,86.0,67.0,83.0,83.0,88.0,61.0,73.0,64.0,46.0,72.0,66.0,80.0,77.0,61.0
502,Susaeta,30,Spain,80,Athletic Club de Bilbao,14.0,0,14.0,155.0,68.0,88.0,69.0,52.0,82.0,62.0,85.0,81.0,84.0,78.0,81.0,80.0,65.0,68.0,58.0,75.0,68.0,74.0,84.0,58.0
503,S. Rudy,28,Germany,80,FC Schalke 04,12.0,0,13.0,155.0,73.0,73.0,63.0,59.0,82.0,66.0,78.0,81.0,82.0,69.0,77.0,73.0,65.0,77.0,66.0,73.0,58.0,72.0,80.0,71.0
504,K. Trapp,27,Germany,80,Eintracht Frankfurt,11.5,0,31.0,188.0,86.0,13.0,13.0,11.0,25.0,12.0,10.0,12.0,24.0,45.0,42.0,22.0,75.0,45.0,73.0,13.0,30.0,12.0,46.0,17.0
505,V. Wanyama,27,Kenya,80,Tottenham Hotspur,14.5,0,12.0,182.0,87.0,62.0,61.0,71.0,77.0,60.0,68.0,70.0,75.0,54.0,68.0,79.0,79.0,78.0,92.0,60.0,89.0,63.0,64.0,65.0
506,N. Nkoulou,28,Cameroon,80,Torino,12.0,0,18.0,182.0,77.0,60.0,33.0,77.0,75.0,64.0,68.0,72.0,74.0,72.0,68.0,58.0,83.0,63.0,74.0,46.0,76.0,54.0,63.0,50.0
507,R. Boudebouz,28,Algeria,80,Real Betis,15.0,1,10.0,155.0,73.0,82.0,77.0,45.0,81.0,73.0,81.0,76.0,80.0,75.0,78.0,78.0,61.0,68.0,61.0,76.0,58.0,75.0,85.0,90.0
508,Camacho,28,Spain,80,VfL Wolfsburg,13.5,0,4.0,182.0,74.0,50.0,58.0,83.0,80.0,52.0,64.0,74.0,75.0,63.0,68.0,76.0,85.0,79.0,75.0,54.0,85.0,66.0,76.0,48.0
509,S. Ulreich,29,Germany,80,FC Bayern München,10.0,0,26.0,195.0,83.0,14.0,12.0,8.0,41.0,13.0,13.0,38.0,22.0,41.0,34.0,24.0,66.0,29.0,41.0,11.0,25.0,8.0,42.0,22.0
510,M. Musacchio,27,Argentina,80,Milan,12.5,0,22.0,155.0,73.0,55.0,40.0,76.0,69.0,36.0,65.0,67.0,67.0,69.0,73.0,57.0,83.0,68.0,76.0,53.0,76.0,50.0,64.0,57.0
511,C. Stuani,31,Uruguay,80,Girona FC,13.5,0,11.0,185.0,72.0,68.0,80.0,87.0,74.0,74.0,78.0,65.0,79.0,70.0,65.0,79.0,83.0,81.0,78.0,75.0,81.0,82.0,69.0,80.0
512,P. Gulácsi,28,Hungary,80,RB Leipzig,10.5,0,1.0,195.0,86.0,16.0,10.0,23.0,29.0,10.0,19.0,25.0,25.0,42.0,41.0,23.0,67.0,35.0,68.0,12.0,34.0,11.0,36.0,24.0
513,Bruno,34,Spain,80,Villarreal CF,7.0,1,21.0,182.0,73.0,60.0,66.0,61.0,85.0,48.0,74.0,84.0,78.0,34.0,49.0,80.0,58.0,50.0,72.0,76.0,76.0,69.0,85.0,75.0
514,F. Delph,28,England,80,Manchester City,11.5,1,18.0,179.0,78.0,74.0,64.0,60.0,82.0,59.0,77.0,76.0,82.0,75.0,87.0,82.0,67.0,87.0,65.0,75.0,84.0,72.0,73.0,65.0
515,A. Lallana,30,England,80,Liverpool,13.5,0,20.0,155.0,73.0,74.0,72.0,67.0,84.0,72.0,84.0,76.0,85.0,70.0,78.0,72.0,70.0,77.0,64.0,71.0,76.0,75.0,83.0,70.0
516,Marcelo,31,Brazil,80,Olympique Lyonnais,10.0,0,6.0,192.0,84.0,36.0,48.0,83.0,70.0,42.0,51.0,72.0,65.0,54.0,49.0,76.0,81.0,85.0,90.0,30.0,83.0,39.0,57.0,51.0
517,S. Coleman,29,Republic of Ireland,80,Everton,11.0,0,2.0,155.0,67.0,82.0,61.0,69.0,78.0,64.0,79.0,70.0,78.0,77.0,73.0,75.0,71.0,77.0,69.0,66.0,78.0,75.0,70.0,55.0
518,Alexandre Pato,28,Brazil,80,Tianjin Quanjian FC,15.5,0,10.0,155.0,81.0,68.0,80.0,69.0,75.0,75.0,81.0,53.0,80.0,84.0,83.0,76.0,78.0,67.0,72.0,73.0,63.0,79.0,66.0,74.0
519,Antunes,31,Portugal,80,Getafe CF,9.5,1,3.0,179.0,68.0,81.0,56.0,69.0,77.0,69.0,74.0,76.0,80.0,76.0,76.0,87.0,63.0,85.0,68.0,84.0,75.0,70.0,66.0,61.0
520,Nacho Monreal,32,Spain,80,Arsenal,8.0,1,18.0,155.0,72.0,76.0,55.0,72.0,77.0,58.0,73.0,61.0,77.0,72.0,70.0,74.0,74.0,74.0,65.0,61.0,77.0,66.0,66.0,61.0
521,Beñat,31,Spain,80,Athletic Club de Bilbao,12.5,0,7.0,155.0,76.0,80.0,69.0,47.0,84.0,61.0,72.0,82.0,80.0,64.0,70.0,87.0,59.0,77.0,70.0,76.0,74.0,77.0,84.0,69.0
522,A. Fernández,32,Argentina,80,Beijing Renhe FC,11.0,0,8.0,155.0,73.0,70.0,69.0,59.0,81.0,57.0,78.0,80.0,81.0,69.0,75.0,74.0,59.0,75.0,73.0,73.0,80.0,78.0,81.0,62.0
523,K. Gameiro,31,France,80,Valencia CF,13.5,0,9.0,176.0,69.0,70.0,78.0,67.0,79.0,78.0,75.0,72.0,79.0,86.0,81.0,82.0,85.0,75.0,64.0,73.0,66.0,85.0,75.0,81.0
524,I. Piatti,33,Argentina,80,Montreal Impact,9.0,0,10.0,155.0,76.0,69.0,81.0,54.0,78.0,77.0,86.0,74.0,84.0,77.0,87.0,83.0,31.0,89.0,73.0,80.0,79.0,83.0,77.0,80.0
525,V. Birsa,31,Slovenia,80,Chievo Verona,13.0,1,10.0,182.0,81.0,78.0,62.0,60.0,82.0,73.0,84.0,76.0,86.0,70.0,68.0,84.0,68.0,72.0,77.0,83.0,55.0,75.0,82.0,76.0
526,S. Romero,31,Argentina,80,Manchester United,9.0,0,1.0,195.0,87.0,11.0,14.0,12.0,39.0,17.0,12.0,48.0,40.0,47.0,52.0,14.0,63.0,35.0,75.0,11.0,33.0,11.0,55.0,16.0
527,D. Criscito,31,Italy,80,Genoa,10.0,1,4.0,182.0,74.0,82.0,56.0,69.0,80.0,62.0,72.0,81.0,73.0,78.0,68.0,68.0,80.0,89.0,73.0,59.0,79.0,68.0,75.0,70.0
528,D. Valeri,32,Argentina,80,Portland Timbers,11.5,0,8.0,155.0,74.0,78.0,80.0,70.0,79.0,75.0,78.0,76.0,82.0,62.0,72.0,85.0,68.0,82.0,63.0,84.0,53.0,84.0,82.0,79.0
529,D. Sturridge,28,England,80,Liverpool,15.5,1,15.0,155.0,76.0,62.0,83.0,70.0,72.0,73.0,79.0,62.0,80.0,72.0,74.0,82.0,70.0,55.0,66.0,79.0,60.0,81.0,74.0,75.0
530,Raúl García,31,Spain,80,Athletic Club de Bilbao,13.0,0,22.0,182.0,83.0,78.0,79.0,90.0,79.0,55.0,78.0,80.0,85.0,47.0,66.0,85.0,76.0,74.0,82.0,86.0,84.0,85.0,83.0,76.0
531,S. Defour,30,Belgium,80,Burnley,13.5,0,16.0,179.0,72.0,77.0,67.0,62.0,81.0,70.0,78.0,78.0,80.0,67.0,71.0,76.0,70.0,77.0,68.0,74.0,81.0,73.0,80.0,71.0
532,M. Škrtel,33,Slovakia,80,Fenerbahçe SK,6.0,0,37.0,192.0,81.0,39.0,35.0,83.0,68.0,43.0,46.0,67.0,57.0,49.0,49.0,46.0,73.0,76.0,86.0,35.0,82.0,33.0,28.0,39.0
533,S. Radu,31,Romania,80,Lazio,10.0,1,26.0,182.0,78.0,67.0,55.0,70.0,71.0,51.0,66.0,67.0,69.0,70.0,70.0,79.0,65.0,69.0,74.0,74.0,75.0,55.0,60.0,57.0
534,G. Cahill,32,England,80,Chelsea,8.5,0,24.0,195.0,87.0,28.0,56.0,85.0,66.0,47.0,56.0,60.0,61.0,42.0,51.0,63.0,80.0,61.0,79.0,64.0,85.0,45.0,56.0,53.0
535,L. Diarra,33,France,80,Paris Saint-Germain,6.0,0,19.0,179.0,73.0,60.0,38.0,59.0,79.0,37.0,73.0,75.0,80.0,69.0,79.0,74.0,76.0,85.0,68.0,67.0,77.0,50.0,73.0,49.0
536,L. Perrin,32,France,80,AS Saint-Étienne,8.5,0,24.0,155.0,79.0,65.0,55.0,81.0,74.0,44.0,62.0,77.0,73.0,62.0,63.0,65.0,81.0,73.0,78.0,61.0,77.0,58.0,63.0,68.0
537,Dante,34,Brazil,80,OGC Nice,4.5,1,31.0,188.0,84.0,58.0,47.0,80.0,74.0,44.0,57.0,76.0,74.0,38.0,52.0,64.0,65.0,62.0,81.0,53.0,74.0,41.0,62.0,57.0
538,A. Granqvist,33,Sweden,80,,,0,4.0,195.0,83.0,49.0,51.0,81.0,73.0,37.0,49.0,67.0,63.0,46.0,55.0,74.0,64.0,67.0,83.0,59.0,81.0,54.0,49.0,79.0
